INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:20,109| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:20,112| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.maxResultsAbsolute value: 100, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:20,235| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:20,239| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.uriPrefix value: null, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:20,468| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:20,471| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.allowedips value: null, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:20,677| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:20,681| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: webservices.rest.quietDocs value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:20,885| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:21,057| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: serialization.xstream.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:21,215| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:21,356| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: serialization.xstream.mandatory value: false, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:21,501| Exiting method saveGlobalProperty
INFO - LoggingAdvice.invoke(117) |2021-08-01T14:33:25,154| In method AdministrationService.saveGlobalProperty. Arguments: GlobalProperty=property: uiframework.started value: true, 
INFO - LoggingAdvice.invoke(157) |2021-08-01T14:33:25,535| Exiting method saveGlobalProperty
